,Date,Hour,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
696,30-01-2025,1,11491.15,25515.3,8316.43,8316.43,2854.3,2854.39
697,30-01-2025,2,12149.18,27062.28,9063.58,9063.58,2727.06,2727.89
698,30-01-2025,3,12240.35,27907.05,9465.42,9465.42,2673.41,2673.4
699,30-01-2025,4,12050.68,28063.4,9456.13,9456.13,2654.47,2654.43
700,30-01-2025,5,12206.53,25435.78,9192.42,9192.42,2833.43,2833.1
701,30-01-2025,6,13375.73,19101.93,9084.52,9084.52,3291.64,3283.0
702,30-01-2025,7,16684.48,10515.48,8960.65,8960.65,5160.95,5134.71
703,30-01-2025,8,23347.58,6828.58,6828.57,6828.57,10000.0,10000.0
704,30-01-2025,9,21572.7,7942.0,7766.09,7766.09,9125.21,9014.32
705,30-01-2025,10,20205.43,11482.05,9918.85,9918.85,5075.46,5093.15
706,30-01-2025,11,16807.6,13256.2,8811.05,8811.05,3607.95,3611.52
707,30-01-2025,12,14194.38,15311.0,7671.93,7671.93,3245.33,3245.22
708,30-01-2025,13,12471.75,17601.13,8251.35,8251.35,3121.02,3120.6
709,30-01-2025,14,11744.73,21723.15,8606.18,8606.18,2974.31,2974.44
710,30-01-2025,15,12889.6,22936.5,9423.65,9423.65,3065.91,3067.1
711,30-01-2025,16,14636.55,21518.38,10955.28,10955.28,3287.54,3289.09
712,30-01-2025,17,15705.93,16370.8,10791.43,10791.43,3747.35,3745.66
713,30-01-2025,18,14750.23,8933.28,7874.73,7874.73,4825.67,4794.91
714,30-01-2025,19,21790.55,7259.53,7259.52,7259.52,10000.0,10000.0
715,30-01-2025,20,18451.15,7059.43,7059.42,7059.42,10000.0,10000.0
716,30-01-2025,21,13443.58,10409.13,7980.9,7980.9,4909.13,4924.34
717,30-01-2025,22,10995.38,12530.03,7147.53,7147.53,3889.86,3894.44
718,30-01-2025,23,9896.18,15100.7,6050.14,6050.14,3323.7,3325.52
719,30-01-2025,24,9092.65,18733.85,6192.78,6192.78,2939.62,2939.62
720,31-01-2025,1,11567.03,24803.93,8778.8,8778.8,2835.55,2835.25
721,31-01-2025,2,12483.85,27354.9,9826.6,9826.6,2675.34,2675.11
722,31-01-2025,3,12859.33,28656.68,10277.1,10277.1,2666.49,2666.49
723,31-01-2025,4,12739.95,29174.9,10376.75,10376.75,2650.58,2650.58
724,31-01-2025,5,12780.1,25765.58,10023.65,10023.65,2812.7,2812.33
725,31-01-2025,6,13683.33,19577.3,9618.09,9618.09,3178.08,3160.12
726,31-01-2025,7,18139.58,11138.38,10006.65,10006.65,6356.87,6310.85
727,31-01-2025,8,26747.78,6943.23,6943.22,6943.22,10000.0,10000.0
728,31-01-2025,9,22666.58,7378.9,7378.9,7378.9,10000.0,10000.0
729,31-01-2025,10,21001.53,10619.8,9761.1,9761.1,6749.76,6725.99
730,31-01-2025,11,17257.65,12624.13,8655.85,8655.85,3909.45,3907.58
731,31-01-2025,12,14038.05,14273.58,7367.9,7367.9,3410.92,3411.31
732,31-01-2025,13,12437.98,16642.98,7813.36,7813.36,3339.31,3338.85
733,31-01-2025,14,11310.03,20856.05,8196.17,8196.17,3047.17,3046.72
734,31-01-2025,15,12731.38,22352.28,9325.43,9325.43,3102.95,3101.74
735,31-01-2025,16,13224.48,21056.6,10449.68,10449.68,3173.87,3174.21
736,31-01-2025,17,15123.0,16015.28,10343.34,10343.34,3697.46,3682.03
737,31-01-2025,18,14815.55,8587.75,7341.8,7341.8,4500.17,4499.25
738,31-01-2025,19,19431.83,7696.18,7514.87,7514.87,9874.75,9870.47
739,31-01-2025,20,16363.13,8678.78,8143.45,8143.45,8247.28,8251.91
740,31-01-2025,21,12135.3,9997.53,6734.25,6734.25,4499.33,4523.43
741,31-01-2025,22,10858.2,12603.35,6926.45,6926.45,3719.44,3719.59
742,31-01-2025,23,10519.23,15992.58,6488.33,6488.33,3312.63,3312.14
743,31-01-2025,24,9924.9,20114.63,7284.58,7284.58,2897.09,2895.8
744,01-02-2025,1,11215.95,21719.33,7889.3,7889.3,2985.28,2986.43
745,01-02-2025,2,12026.6,23838.18,8784.86,8784.86,2969.3,2969.24
746,01-02-2025,3,11826.95,25403.05,8717.52,8717.52,2929.59,2929.61
747,01-02-2025,4,11600.13,25524.25,8691.76,8691.76,2900.06,2900.05
748,01-02-2025,5,11572.58,21758.23,8464.98,8464.98,2962.41,2962.44
749,01-02-2025,6,11536.05,16066.95,7919.74,7919.74,3177.9,3171.2
750,01-02-2025,7,14654.13,10223.68,8251.79,8251.79,5999.74,6095.59
751,01-02-2025,8,23254.9,7261.2,6977.2,6977.2,10000.0,10000.0
752,01-02-2025,9,23635.53,7295.03,7011.01,7011.01,10000.0,10000.0
753,01-02-2025,10,22959.2,10102.23,9641.7,9641.7,8375.29,8266.42
754,01-02-2025,11,18138.78,12218.28,10049.53,10049.53,4952.39,4964.43
755,01-02-2025,12,14885.25,14395.4,9025.98,9025.98,3553.91,3554.88
756,01-02-2025,13,12425.95,16942.98,8491.98,8491.98,3358.22,3357.06
757,01-02-2025,14,11420.6,21355.08,9224.56,9224.56,3037.78,3037.67
758,01-02-2025,15,12492.68,22587.7,9620.09,9620.09,3184.25,3185.66
759,01-02-2025,16,14267.93,20805.08,11034.43,11034.43,3336.51,3340.2
760,01-02-2025,17,16149.15,15640.88,11141.83,11141.83,3857.51,3845.12
761,01-02-2025,18,16214.7,9911.5,9082.33,9082.33,5532.83,5501.11
762,01-02-2025,19,19469.85,7833.08,7824.07,7824.07,10000.0,10000.0
763,01-02-2025,20,17203.33,7669.8,7589.08,7589.08,9535.23,9536.38
764,01-02-2025,21,12765.65,9236.35,6873.73,6873.73,4543.44,4594.83
765,01-02-2025,22,11013.05,10783.6,6615.07,6615.07,3792.47,3792.21
766,01-02-2025,23,11012.75,14549.83,6191.73,6191.73,3434.09,3433.93
767,01-02-2025,24,9421.28,17747.05,6369.85,6369.85,3006.37,3009.0
792,02-02-2025,1,10063.5,20020.88,6773.68,6773.68,2922.34,2922.99
793,02-02-2025,2,10841.93,22539.93,7493.53,7493.53,2939.65,2939.65
794,02-02-2025,3,10722.65,23488.88,7562.72,7562.72,2893.68,2893.73
795,02-02-2025,4,10654.83,23785.55,7542.9,7542.9,2872.49,2872.5
796,02-02-2025,5,10633.13,20636.78,7524.7,7524.7,2872.21,2872.22
797,02-02-2025,6,9414.2,14791.85,6858.48,6858.48,2913.13,2911.51
798,02-02-2025,7,10174.73,10749.0,7096.2,7096.2,3741.0,3793.38
799,02-02-2025,8,14121.03,9805.38,8380.2,8380.2,6722.74,6807.29
800,02-02-2025,9,13937.03,10016.35,8451.7,8451.7,5512.41,5508.5
801,02-02-2025,10,14159.7,11704.4,9278.3,9278.3,4287.39,4282.4
802,02-02-2025,11,11795.88,12911.93,8060.75,8060.75,3296.89,3302.74
803,02-02-2025,12,9930.6,14950.03,7646.28,7646.28,3055.89,3056.44
804,02-02-2025,13,9310.6,17474.2,7330.55,7330.55,2911.91,2913.55
805,02-02-2025,14,8775.05,22929.98,7714.55,7714.55,2275.52,2277.52
806,02-02-2025,15,10071.03,24275.78,8244.78,8244.78,2769.14,2768.86
807,02-02-2025,16,10077.88,22806.63,8830.5,8830.5,2585.17,2589.48
808,02-02-2025,17,11118.95,17951.6,8635.38,8635.38,3061.66,3051.59
809,02-02-2025,18,10369.43,12247.43,6598.45,6598.45,3426.35,3418.94
810,02-02-2025,19,12890.2,11231.78,8310.18,8310.18,4924.72,4983.67
811,02-02-2025,20,11731.18,10060.9,7338.68,7338.68,4755.11,4799.95
812,02-02-2025,21,8135.35,11011.98,5155.23,5155.23,3398.67,3415.32
813,02-02-2025,22,8748.3,12338.33,5482.48,5482.48,3213.01,3213.13
814,02-02-2025,23,8749.8,14627.28,5632.5,5632.5,3080.86,3080.49
815,02-02-2025,24,7734.58,17962.15,5113.18,5113.18,2862.71,2863.1
816,03-02-2025,1,9428.58,22416.58,6646.8,6646.8,2658.34,2658.33
817,03-02-2025,2,10389.0,24435.73,8041.7,8041.7,2554.23,2554.35
818,03-02-2025,3,10461.98,25671.63,8275.85,8275.85,2503.57,2503.57
819,03-02-2025,4,10444.18,25607.05,8296.2,8296.2,2510.63,2510.47
820,03-02-2025,5,10308.65,21908.75,7523.03,7523.03,2702.6,2695.88
821,03-02-2025,6,10184.98,15917.23,6870.88,6870.88,2969.83,2969.92
822,03-02-2025,7,12947.73,9591.83,7082.05,7082.05,4900.19,4986.93
823,03-02-2025,8,21050.03,6191.4,6134.89,6134.89,10000.0,10000.0
824,03-02-2025,9,19723.8,7242.3,7233.3,7233.3,10000.0,10000.0
825,03-02-2025,10,20437.88,10562.25,10098.0,10098.0,7172.57,7138.02
826,03-02-2025,11,15718.38,12145.6,8498.62,8498.62,3760.7,3766.7
827,03-02-2025,12,13151.53,13815.15,7871.43,7871.43,3490.87,3491.17
828,03-02-2025,13,11465.68,16620.93,7924.1,7924.1,3286.09,3285.56
829,03-02-2025,14,10703.95,21664.03,8424.72,8424.72,2965.25,2964.89
830,03-02-2025,15,12592.58,23405.05,10375.75,10375.75,3051.98,3053.95
831,03-02-2025,16,13431.95,20412.08,10597.84,10597.84,3134.78,3135.12
832,03-02-2025,17,14157.7,14732.0,9547.18,9547.18,3542.68,3534.28
833,03-02-2025,18,15706.13,8603.28,8049.43,8049.43,6701.17,6484.69
834,03-02-2025,19,17120.33,5983.93,5974.92,5974.92,10000.0,10000.0
835,03-02-2025,20,14112.55,5851.2,5729.85,5729.85,8862.65,8809.18
836,03-02-2025,21,10087.18,7978.23,5387.73,5387.73,3910.14,3912.59
837,03-02-2025,22,10251.38,10874.2,6039.9,6039.9,3716.56,3717.81
838,03-02-2025,23,10019.9,14476.05,5875.19,5875.19,3234.8,3235.0
839,03-02-2025,24,9292.35,16971.88,6284.2,6284.2,2939.37,2939.36
840,04-02-2025,1,11758.9,21550.53,7979.6,7979.6,2943.45,2943.73
841,04-02-2025,2,12554.65,23779.58,8359.35,8359.35,2860.34,2860.33
842,04-02-2025,3,12237.8,24981.55,8158.09,8158.09,2798.32,2798.62
843,04-02-2025,4,12146.63,24457.43,8130.45,8130.45,2806.02,2805.98
844,04-02-2025,5,11949.25,22139.13,7997.67,7997.67,2877.76,2878.17
845,04-02-2025,6,11892.73,16048.78,7572.88,7572.88,3102.7,3100.45
846,04-02-2025,7,14019.3,9182.15,7209.0,7209.0,5431.98,5478.62
847,04-02-2025,8,22594.23,5980.03,5971.03,5971.03,10000.0,10000.0
848,04-02-2025,9,19908.5,7058.38,7049.37,7049.37,10000.0,10000.0
849,04-02-2025,10,20687.43,11245.63,10680.06,10680.06,7375.47,7273.98
850,04-02-2025,11,15738.8,13266.63,8965.23,8965.23,3673.38,3678.73
851,04-02-2025,12,13687.95,15042.75,8320.89,8320.89,3492.27,3492.21
852,04-02-2025,13,12157.68,17742.18,8296.62,8296.62,3311.34,3310.94
853,04-02-2025,14,11025.28,22182.53,8684.35,8684.35,2951.67,2950.96
854,04-02-2025,15,12384.58,23275.18,10255.78,10255.78,2953.52,2953.66
855,04-02-2025,16,13685.43,20886.9,10804.23,10804.23,3110.46,3111.26
856,04-02-2025,17,14641.08,16187.18,10047.74,10047.74,3358.82,3354.47
857,04-02-2025,18,15297.45,10235.88,8104.38,8104.38,4587.54,4564.19
858,04-02-2025,19,16800.35,6573.8,6448.34,6448.34,9874.96,9873.5
859,04-02-2025,20,13323.33,7181.45,6273.92,6273.92,7577.93,7609.77
860,04-02-2025,21,10955.3,9717.6,5978.95,5978.95,4121.55,4125.79
861,04-02-2025,22,11191.5,12468.88,6337.22,6337.22,3782.72,3783.06
862,04-02-2025,23,10931.05,15483.93,6076.9,6076.9,3306.42,3305.07
863,04-02-2025,24,9705.38,18263.4,6585.95,6585.95,2967.53,2967.08
864,05-02-2025,1,11915.95,20822.7,7580.88,7580.88,3120.55,3120.56
865,05-02-2025,2,12740.05,22086.18,7817.91,7817.91,3072.71,3071.91
866,05-02-2025,3,12577.7,23540.73,7918.48,7918.48,2929.85,2930.13
867,05-02-2025,4,12491.25,23640.35,7873.78,7873.78,2910.25,2910.09
868,05-02-2025,5,12585.28,20365.25,7814.83,7814.83,2959.74,2959.64
869,05-02-2025,6,12676.23,15916.35,7690.43,7690.43,3219.03,3215.6
870,05-02-2025,7,14577.03,9658.78,7842.55,7842.55,5848.82,5872.45
871,05-02-2025,8,22435.8,5970.45,5970.45,5970.45,10000.0,10000.0
872,05-02-2025,9,19873.45,7390.38,7390.37,7390.37,10000.0,10000.0
873,05-02-2025,10,20833.43,10706.13,10494.08,10494.08,8096.23,8030.57
874,05-02-2025,11,16251.55,13041.08,9048.26,9048.26,3806.83,3822.16
875,05-02-2025,12,14171.0,15739.55,8301.9,8301.9,3495.0,3495.5
876,05-02-2025,13,12847.65,18549.68,8277.9,8277.9,3362.67,3362.24
877,05-02-2025,14,12138.65,23914.68,9349.03,9349.03,3047.19,3043.92
878,05-02-2025,15,13201.83,25042.85,10671.22,10671.22,3058.34,3058.86
879,05-02-2025,16,15004.23,22683.9,11379.02,11379.02,3209.45,3210.52
880,05-02-2025,17,15882.63,16971.55,10973.29,10973.29,3471.11,3462.12
881,05-02-2025,18,16279.68,10435.98,8961.41,8961.41,4919.34,4852.91
882,05-02-2025,19,16130.88,6537.63,6221.28,6221.28,9000.11,8985.86
883,05-02-2025,20,13175.18,7377.28,6177.82,6177.82,7167.71,7195.08
884,05-02-2025,21,11102.93,9318.5,5835.17,5835.17,4148.41,4154.77
885,05-02-2025,22,11114.15,12127.7,6165.7,6165.7,3752.34,3752.44
886,05-02-2025,23,10899.33,14929.9,5724.89,5724.89,3336.33,3334.55
887,05-02-2025,24,9680.45,17421.93,5931.88,5931.88,3119.71,3119.73
888,06-02-2025,1,13214.25,19574.6,7658.58,7658.58,3339.94,3339.09
889,06-02-2025,2,14120.43,21102.85,7997.28,7997.28,3262.43,3262.4
890,06-02-2025,3,14054.95,22229.43,8446.29,8446.29,3240.53,3240.5
891,06-02-2025,4,13808.23,22299.0,8270.9,8270.9,3162.21,3162.19
892,06-02-2025,5,13747.6,19111.05,7841.64,7841.64,3250.41,3250.4
893,06-02-2025,6,13729.4,13997.65,7723.73,7723.73,3597.68,3595.76
894,06-02-2025,7,15301.45,9023.88,7767.72,7767.72,6657.82,6658.79
895,06-02-2025,8,23701.85,6243.23,5968.19,5968.19,10000.0,10000.0
896,06-02-2025,9,19642.93,8153.4,7632.87,7632.87,8875.11,8749.63
897,06-02-2025,10,20283.43,11488.0,10840.82,10840.82,7273.77,7238.73
898,06-02-2025,11,16690.08,14237.68,9931.56,9931.56,3747.48,3755.97
899,06-02-2025,12,15080.38,16043.95,9175.2,9175.2,3481.06,3481.62
900,06-02-2025,13,13907.85,18548.78,9316.38,9316.38,3308.89,3308.23
901,06-02-2025,14,12172.08,22904.8,9559.03,9559.03,2905.41,2904.28
902,06-02-2025,15,13917.23,23937.18,11220.1,11220.1,3056.31,3057.64
903,06-02-2025,16,15213.4,20928.88,11374.59,11374.59,3238.12,3238.37
904,06-02-2025,17,15533.18,16573.43,10707.9,10707.9,3427.02,3421.57
905,06-02-2025,18,15746.45,10075.05,8334.75,8334.75,5237.85,5076.27
906,06-02-2025,19,16401.5,6061.6,5889.72,5889.72,9624.76,9602.21
907,06-02-2025,20,14162.6,6236.55,5765.42,5765.42,7547.72,7389.78
908,06-02-2025,21,11803.78,8587.1,5851.25,5851.25,4242.78,4242.32
909,06-02-2025,22,12631.25,11355.23,6998.66,6998.66,3968.79,3968.11
910,06-02-2025,23,12155.45,14277.78,6318.4,6318.4,3458.67,3459.27
911,06-02-2025,24,10809.35,16234.95,5812.46,5812.46,3212.89,3213.48
912,07-02-2025,1,10895.38,22084.58,7657.98,7657.98,2943.5,2943.52
913,07-02-2025,2,11260.18,23684.05,7970.73,7970.73,2939.36,2939.36
914,07-02-2025,3,11127.78,24802.65,8105.5,8105.5,2873.55,2873.55
915,07-02-2025,4,11236.05,25121.68,8004.03,8004.03,2871.39,2871.45
916,07-02-2025,5,11774.05,22497.43,8223.53,8223.53,2939.04,2939.33
917,07-02-2025,6,12685.8,17639.28,7746.64,7746.64,3278.89,3264.8
918,07-02-2025,7,14523.88,11079.45,7703.05,7703.05,5496.73,5512.85
919,07-02-2025,8,22248.98,7292.18,6876.92,6876.92,10000.0,10000.0
920,07-02-2025,9,18478.3,8273.58,7676.58,7676.58,8873.44,8779.88
921,07-02-2025,10,17890.3,11383.13,10058.63,10058.63,5323.66,5324.67
922,07-02-2025,11,14780.15,13619.2,8662.52,8662.52,3578.76,3581.91
923,07-02-2025,12,13526.73,15468.33,8028.88,8028.88,3454.77,3455.14
924,07-02-2025,13,12913.48,17766.7,8085.73,8085.73,3346.67,3344.99
925,07-02-2025,14,12378.65,22454.03,9422.5,9422.5,3078.43,3075.05
926,07-02-2025,15,13782.03,23348.58,10598.38,10598.38,3146.82,3146.9
927,07-02-2025,16,14957.28,20286.03,10988.94,10988.94,3251.54,3251.73
928,07-02-2025,17,15083.2,15162.4,10177.45,10177.45,3478.04,3475.05
929,07-02-2025,18,14972.05,9023.8,7484.53,7484.53,5162.8,5057.78
930,07-02-2025,19,15198.43,5345.18,5139.39,5139.39,9499.95,9502.67
931,07-02-2025,20,12599.75,5344.35,4871.25,4871.25,7475.07,7282.87
932,07-02-2025,21,10782.93,8044.88,5667.23,5667.23,3942.79,3939.65
933,07-02-2025,22,11977.25,11652.53,6895.4,6895.4,3824.07,3823.42
934,07-02-2025,23,11583.35,14833.5,6246.2,6246.2,3378.58,3376.31
935,07-02-2025,24,10188.48,16377.73,6388.28,6388.28,3119.89,3119.9
936,08-02-2025,1,11374.35,22142.48,7578.38,7578.38,2873.57,2873.6
937,08-02-2025,2,12980.58,26256.83,8961.33,8961.33,2890.39,2890.17
938,08-02-2025,3,12772.05,27478.58,8956.38,8956.38,2855.67,2855.68
939,08-02-2025,4,12686.9,28007.33,9059.83,9059.83,2855.65,2855.76
940,08-02-2025,5,12899.55,24825.05,9126.25,9126.25,2941.82,2941.2
941,08-02-2025,6,12764.3,18832.2,8087.73,8087.73,3186.24,3183.8
942,08-02-2025,7,13682.05,12545.03,8303.18,8303.18,4340.3,4378.3
943,08-02-2025,8,18693.23,8087.9,7393.95,7393.95,9250.02,9240.57
944,08-02-2025,9,17383.1,9879.25,8738.33,8738.33,6774.8,6721.03
945,08-02-2025,10,16090.88,12819.8,10145.87,10145.87,4275.68,4289.77
946,08-02-2025,11,12750.88,15534.1,8336.08,8336.08,3180.81,3182.34
947,08-02-2025,12,12173.33,18862.4,8166.72,8166.73,3125.29,3125.38
948,08-02-2025,13,11804.93,22280.08,8435.19,8435.19,3005.14,3003.76
949,08-02-2025,14,11194.63,26659.7,8507.15,8507.15,2673.31,2669.69
950,08-02-2025,15,12169.1,25063.9,9369.43,9369.43,2799.26,2801.91
951,08-02-2025,16,13859.8,22247.68,10632.97,10632.97,3017.11,3017.19
952,08-02-2025,17,14493.58,17394.8,10150.41,10150.41,3283.82,3277.17
953,08-02-2025,18,14395.7,12114.3,8513.5,8513.5,3870.95,3860.01
954,08-02-2025,19,15560.33,7266.9,6794.02,6794.02,8174.22,8206.29
955,08-02-2025,20,12898.18,6915.93,5998.8,5998.8,5155.22,5153.9
956,08-02-2025,21,10624.48,9449.8,5817.88,5817.88,3814.9,3814.87
957,08-02-2025,22,10949.25,13226.85,6427.2,6427.2,3566.65,3566.45
958,08-02-2025,23,11297.65,16564.38,6632.2,6632.2,3181.58,3179.49
959,08-02-2025,24,9941.85,18506.93,6289.63,6289.63,2917.42,2916.64
960,09-02-2025,1,12545.03,21721.03,7745.63,7745.63,3111.88,3112.31
961,09-02-2025,2,13470.6,24708.98,8644.73,8644.73,3044.52,3043.71
962,09-02-2025,3,13448.2,25902.5,8788.78,8788.78,2913.86,2913.83
963,09-02-2025,4,13442.53,26102.23,8791.33,8791.33,2900.1,2900.03
964,09-02-2025,5,13681.3,24661.48,8746.95,8746.95,2989.31,2989.28
965,09-02-2025,6,13542.2,19494.2,8927.28,8927.28,3403.08,3402.12
966,09-02-2025,7,12172.9,13383.48,8647.9,8647.9,3915.82,3915.97
967,09-02-2025,8,14906.08,11376.08,9033.18,9033.18,5846.86,5912.35
968,09-02-2025,9,14660.6,10960.58,8803.25,8803.25,4995.36,4996.76
969,09-02-2025,10,14311.0,13807.53,9751.4,9751.4,3974.41,3987.65
970,09-02-2025,11,11800.6,18392.9,8861.7,8861.7,2905.35,2903.72
971,09-02-2025,12,10844.65,22035.63,9438.15,9438.15,2224.4,2222.85
972,09-02-2025,13,11073.33,26993.6,9533.0,9533.0,2225.69,2226.58
973,09-02-2025,14,11131.73,30806.3,9966.63,9966.63,2197.38,2196.76
974,09-02-2025,15,12126.2,31878.65,10864.9,10864.9,2195.53,2196.61
975,09-02-2025,16,13073.18,27742.38,11024.75,11024.75,2745.22,2744.35
976,09-02-2025,17,13065.55,21183.03,9986.57,9986.57,2959.79,2949.91
977,09-02-2025,18,11063.98,14375.25,7079.0,7079.0,3181.45,3181.1
978,09-02-2025,19,11931.73,10324.78,7007.75,7007.75,4292.9,4302.32
979,09-02-2025,20,10172.33,9195.53,6017.07,6017.07,3828.11,3839.35
980,09-02-2025,21,9050.85,10470.93,5407.93,5407.93,3437.25,3439.12
981,09-02-2025,22,9466.63,14512.65,5862.7,5862.7,3262.49,3266.73
982,09-02-2025,23,10065.15,17346.83,5746.0,5746.0,2994.3,2993.69
983,09-02-2025,24,9778.75,20560.28,5984.58,5984.58,2853.14,2853.8
984,10-02-2025,1,11988.0,21516.55,6892.68,6892.68,2837.55,2838.66
985,10-02-2025,2,12804.03,23364.38,7780.55,7780.55,2849.71,2849.71
986,10-02-2025,3,12530.65,24417.08,7620.25,7620.25,2817.87,2817.91
987,10-02-2025,4,12302.93,24697.7,7590.12,7590.12,2823.18,2823.21
988,10-02-2025,5,12328.58,21451.38,7665.72,7665.72,2803.59,2802.86
989,10-02-2025,6,12477.93,16011.85,7261.15,7261.15,3089.38,3092.43
990,10-02-2025,7,15004.03,10576.58,8359.57,8359.57,4767.45,4781.79
991,10-02-2025,8,21259.73,8081.48,7806.47,7806.47,10000.0,10000.0
992,10-02-2025,9,20896.13,8751.98,8476.97,8476.97,10000.0,10000.0
993,10-02-2025,10,19549.1,10786.18,9898.5,9898.5,6875.19,6853.43
994,10-02-2025,11,16184.65,12886.78,8950.76,8950.76,3783.36,3783.89
995,10-02-2025,12,14845.9,15521.48,8371.54,8371.54,3463.33,3465.79
996,10-02-2025,13,13171.28,18929.83,7933.03,7933.03,3005.37,3005.34
997,10-02-2025,14,12135.83,22606.43,8135.72,8135.72,2735.09,2730.7
998,10-02-2025,15,13973.55,22884.95,9663.33,9663.33,2813.48,2817.82
999,10-02-2025,16,16585.7,21139.58,11655.94,11655.94,3196.96,3198.18
1000,10-02-2025,17,16768.25,16175.68,10996.28,10996.28,3485.06,3472.53
1001,10-02-2025,18,15218.65,10706.78,8426.68,8426.68,4207.44,4184.25
1002,10-02-2025,19,16811.9,6755.5,6624.85,6624.85,9100.14,9035.76
1003,10-02-2025,20,14361.48,6075.93,5889.38,5889.38,7792.39,7749.97
1004,10-02-2025,21,11368.68,8115.75,5413.58,5413.58,4197.57,4193.76
1005,10-02-2025,22,10853.88,11913.78,6159.19,6159.19,3680.98,3680.67
1006,10-02-2025,23,11616.3,15535.88,5929.46,5929.46,3163.97,3165.31
1007,10-02-2025,24,10386.28,16697.55,5164.33,5164.33,2897.22,2896.78
1008,11-02-2025,1,13062.2,19237.78,6638.13,6638.13,2915.07,2917.88
1009,11-02-2025,2,14036.1,20476.35,7324.7,7324.7,2932.29,2932.27
1010,11-02-2025,3,13896.43,21082.68,7329.48,7329.48,2878.62,2878.62
1011,11-02-2025,4,13585.4,21216.63,7272.55,7272.55,2873.4,2873.39
1012,11-02-2025,5,13208.05,19153.38,7303.88,7303.88,2872.25,2872.24
1013,11-02-2025,6,13929.7,16387.03,8282.13,8282.13,3247.36,3252.27
1014,11-02-2025,7,17033.6,10596.88,8738.67,8738.67,5447.04,5428.45
1015,11-02-2025,8,23567.63,7548.08,7268.07,7268.07,10000.0,10000.0
1016,11-02-2025,9,22619.5,9068.13,8738.08,8738.08,9977.28,9974.39
1017,11-02-2025,10,22012.78,11631.05,10600.84,10600.84,7302.79,7338.65
1018,11-02-2025,11,18179.0,13756.95,8928.85,8928.85,3616.23,3619.94
1019,11-02-2025,12,15749.53,15422.3,8174.19,8174.19,3396.37,3398.16
1020,11-02-2025,13,14183.03,17975.88,8119.75,8119.75,3110.12,3109.61
1021,11-02-2025,14,13019.93,23092.63,8231.75,8231.75,2843.25,2842.75
1022,11-02-2025,15,14788.73,24756.8,10124.52,10124.52,2872.08,2874.72
1023,11-02-2025,16,17575.73,22899.58,11967.23,11967.23,3200.18,3201.7
1024,11-02-2025,17,17663.28,17463.08,10833.37,10833.37,3524.0,3512.68
1025,11-02-2025,18,16387.83,10852.2,8650.07,8650.07,4450.28,4406.17
1026,11-02-2025,19,17671.85,7199.35,6765.28,6765.28,8474.79,8522.64
1027,11-02-2025,20,15571.35,6881.28,6187.87,6187.87,6810.2,6838.05
1028,11-02-2025,21,12789.48,9099.0,5741.03,5741.03,4016.13,4015.48
1029,11-02-2025,22,11872.7,11954.0,6180.51,6180.51,3594.75,3594.79
1030,11-02-2025,23,12464.95,15010.7,5929.93,5929.93,3142.2,3142.13
1031,11-02-2025,24,11157.75,16164.45,5148.17,5148.17,2850.57,2850.57
1032,12-02-2025,1,13416.08,18628.3,7252.53,7252.53,3015.61,3017.11
1033,12-02-2025,2,14425.6,20355.3,7916.02,7916.02,3062.9,3062.5
1034,12-02-2025,3,14157.78,21269.8,8176.98,8176.98,2960.52,2960.51
1035,12-02-2025,4,14074.58,21527.9,8261.95,8261.95,2946.9,2946.86
1036,12-02-2025,5,14450.83,19264.93,8370.3,8370.3,3005.32,3005.28
1037,12-02-2025,6,15391.7,15543.9,9160.95,9160.95,3747.62,3749.34
1038,12-02-2025,7,17572.05,9875.05,8972.92,8972.92,6852.98,6710.85
1039,12-02-2025,8,23247.08,7654.33,7379.32,7379.32,10000.0,10000.0
1040,12-02-2025,9,21363.33,9484.83,9093.48,9093.48,9868.68,9859.7
1041,12-02-2025,10,21764.7,11301.7,10714.05,10714.05,8124.85,8081.13
1042,12-02-2025,11,18213.63,13531.05,9487.3,9487.3,3812.24,3821.15
1043,12-02-2025,12,16862.53,14720.2,9010.01,9010.01,3590.06,3590.07
1044,12-02-2025,13,15399.53,17385.75,8974.45,8974.45,3561.77,3561.26
1045,12-02-2025,14,13775.98,21684.9,9000.71,9000.71,3068.24,3065.84
1046,12-02-2025,15,15269.7,23114.63,10168.31,10168.31,3042.19,3043.1
1047,12-02-2025,16,17038.68,20030.7,11425.6,11425.6,3329.27,3330.78
1048,12-02-2025,17,16838.83,16160.38,10545.52,10545.52,3641.15,3630.45
1049,12-02-2025,18,14962.43,10429.68,8288.55,8288.55,4124.9,4119.42
1050,12-02-2025,19,17154.4,7091.28,6798.82,6798.82,9161.05,9170.7
1051,12-02-2025,20,16164.15,6151.75,6094.3,6094.3,9097.57,9096.24
1052,12-02-2025,21,13672.4,8863.68,6142.01,6142.01,4524.94,4525.95
1053,12-02-2025,22,13515.45,11224.65,6786.55,6786.55,4066.39,4065.97
1054,12-02-2025,23,12327.45,14083.88,6266.33,6266.33,3480.55,3480.31
1055,12-02-2025,24,10955.08,15678.88,5188.75,5188.75,2932.09,2932.26
1056,13-02-2025,1,13961.08,16820.68,7318.55,7318.55,3129.6,3130.94
